"","XE0N","XE0P","XE0U","XE1N","XE1P","XE1U","XS0N","XS0P","XS0U","XS1N","XS1P","XS1U","YS0N","YS0P","YS0U","YS1N","YS1P","YS1U"
"68",0,0,346,0,0,176,0,0,207,0,0,32,0,0,208,0,0,32
"69",0,0,273,0,0,193,0,0,191,0,0,76,0,0,191,0,0,76
"70",0,0,308,0,0,190,0,0,195,0,0,55,0,0,195,0,0,55
"71",0,0,315,0,0,201,0,0,195,0,0,47,0,0,195,0,0,47
"72",0,0,248,0,0,246,0,0,178,0,0,75,212,0,14,21,0,6
"73",0,0,303,0,0,193,0,0,181,0,0,71,226,0,4,21,0,1
"74",0,0,301,0,0,208,0,0,180,0,0,65,181,0,41,12,0,11
"75",0,0,316,0,0,193,0,0,189,0,0,57,0,0,188,0,0,57
"76",0,0,265,0,0,219,0,0,186,0,0,72,216,0,17,21,0,4
"77",0,0,285,0,0,224,0,0,176,0,0,69,216,0,9,20,0,1
"78",0,0,356,0,0,158,0,0,209,0,0,34,0,0,209,0,0,34
"79",0,0,310,0,0,178,0,0,194,0,0,63,199,0,36,12,0,9
"80",0,0,272,0,0,236,0,0,170,0,0,76,176,0,31,18,0,20
"81",0,0,296,0,0,186,0,0,213,0,0,46,0,0,213,0,0,46
"82",0,0,292,0,0,226,0,0,179,0,0,62,207,0,14,12,0,9
"83",0,0,283,0,0,227,0,0,173,0,0,73,199,0,29,13,0,4
"84",0,0,326,0,0,172,0,0,198,0,0,53,0,0,198,0,0,53
"85",0,0,284,0,0,206,0,0,190,0,0,65,219,0,14,17,0,4
"86",0,0,233,0,0,240,0,0,194,0,0,70,231,0,7,26,0,1
"87",0,0,243,0,0,213,0,0,198,0,0,75,226,0,23,16,0,7
"88",0,0,290,0,0,216,0,0,183,0,0,64,221,0,10,15,0,1
"89",0,0,254,0,0,225,0,0,195,0,0,65,229,0,6,20,0,4
"90",0,0,308,0,0,198,0,0,183,0,0,65,224,0,6,15,0,2
"91",0,0,286,0,0,189,0,0,204,0,0,58,0,0,204,0,0,58
"92",0,0,275,0,0,218,0,0,175,0,0,78,209,0,18,20,0,7
"93",0,0,280,0,0,240,0,0,168,0,0,71,207,0,4,27,0,1
"94",0,0,256,0,0,251,0,0,166,0,0,80,209,0,5,31,0,1
"95",0,0,274,0,0,221,0,0,185,0,0,68,181,0,36,23,0,12
"96",0,0,307,0,0,177,0,0,212,0,0,46,0,0,211,0,0,46
"97",0,0,280,0,0,218,0,0,184,0,0,67,208,0,24,12,0,7
"98",0,0,288,0,0,220,0,0,193,0,0,52,212,0,12,18,0,4
"99",0,0,284,0,0,231,0,0,179,0,0,63,138,0,62,26,0,17
"100",0,0,324,0,0,154,0,0,221,0,0,40,0,0,221,0,0,40
"101",0,0,321,0,0,192,0,0,194,0,0,48,221,0,9,11,0,2
