"","XE0N","XE0P","XE0U","XE1N","XE1P","XE1U","XS0N","XS0P","XS0U","XS1N","XS1P","XS1U","YS0N","YS0P","YS0U","YS1N","YS1P","YS1U"
"27",0,0,189,0,0,297,0,0,115,0,0,142,145,0,22,75,0,15
"28",0,0,114,0,0,397,0,0,61,0,0,184,0,0,61,0,0,184
"29",0,0,219,0,0,267,0,0,128,0,0,129,0,0,128,0,0,129
"30",0,0,131,0,0,376,0,0,65,0,0,182,133,0,8,75,0,30
"31",0,0,169,0,0,318,0,0,88,0,0,169,143,0,11,88,0,14
"32",0,0,253,0,0,239,0,0,155,0,0,99,168,0,25,47,0,14
"33",0,0,183,0,0,294,0,0,119,0,0,143,145,0,22,63,0,31
"34",0,0,177,0,0,322,0,0,100,0,0,150,133,0,27,60,0,30
"35",0,0,224,0,0,285,0,0,135,0,0,110,0,0,135,0,0,110
"36",0,0,190,0,0,338,0,0,118,0,0,118,0,0,118,0,0,117
"37",0,0,102,0,0,390,0,0,66,0,0,189,126,0,3,114,0,11
"38",0,0,145,0,0,336,0,0,90,0,0,169,168,0,7,71,0,12
"39",0,0,220,0,0,304,0,0,116,0,0,122,131,0,30,54,0,23
"40",0,0,159,0,0,352,0,0,83,0,0,163,160,0,3,75,0,8
"41",0,0,195,0,0,308,0,0,118,0,0,130,0,0,118,0,0,130
"42",0,0,254,0,0,222,0,0,164,0,0,98,0,0,164,0,0,98
"43",0,0,367,0,0,126,0,0,200,0,0,54,0,0,200,0,0,53
"44",0,0,111,0,0,376,0,0,66,0,0,190,124,0,11,93,0,30
"45",0,0,188,0,0,285,0,0,108,0,0,156,0,0,108,0,0,156
"46",0,0,115,0,0,375,0,0,62,0,0,194,78,0,20,101,0,57
"47",0,0,238,0,0,276,0,0,108,0,0,136,0,0,108,0,0,136
"48",0,0,112,0,0,389,0,0,80,0,0,169,0,0,81,0,0,169
"49",0,0,240,0,0,264,0,0,148,0,0,100,0,0,149,0,0,100
"50",0,0,175,0,0,316,0,0,116,0,0,139,0,0,116,0,0,139
"51",0,0,179,0,0,328,0,0,124,0,0,124,139,0,20,64,0,24
"52",0,0,156,0,0,373,0,0,96,0,0,140,115,0,22,62,0,38
"53",0,0,169,0,0,331,0,0,105,0,0,145,108,0,36,61,0,45
"54",0,0,287,0,0,214,0,0,154,0,0,96,0,0,154,0,0,95
"55",0,0,246,0,0,232,0,0,155,0,0,106,0,0,156,0,0,106
"56",0,0,118,0,0,383,0,0,77,0,0,172,100,0,18,91,0,41
"57",0,0,203,0,0,335,0,0,125,0,0,106,140,0,25,45,0,21
"58",0,0,248,0,0,261,0,0,153,0,0,93,0,0,153,0,0,93
"59",0,0,440,0,0,69,0,0,214,0,0,31,0,0,214,0,0,32
"60",0,0,145,0,0,342,0,0,91,0,0,165,124,0,24,73,0,35
"61",0,0,345,0,0,159,0,0,186,0,0,62,0,0,186,0,0,63
"62",0,0,160,0,0,328,0,0,99,0,0,157,161,0,8,78,0,10
"63",0,0,504,0,0,0,0,0,248,0,0,0,0,0,248,0,0,0
"64",0,0,486,0,0,33,0,0,231,0,0,10,0,0,231,0,0,10
"65",0,0,94,0,0,426,0,0,53,0,0,187,0,0,52,0,0,187
"66",0,0,178,0,0,334,0,0,114,0,0,130,145,0,9,75,0,15
"67",0,0,219,0,0,306,0,0,104,0,0,135,158,0,18,45,0,17
"68",0,0,314,0,0,169,0,0,180,0,0,79,0,0,180,0,0,79
"69",0,0,294,0,0,209,0,0,161,0,0,88,114,0,64,39,0,34
"70",0,0,163,0,0,346,0,0,83,0,0,163,107,0,18,88,0,34
"71",0,0,176,0,0,322,0,0,108,0,0,143,123,0,13,101,0,13
"72",0,0,207,0,0,285,0,0,152,0,0,102,170,0,15,53,0,17
"73",0,0,178,0,0,312,0,0,118,0,0,136,147,0,20,61,0,27
"74",0,0,168,0,0,317,0,0,100,0,0,159,166,0,8,73,0,12
"75",0,0,128,0,0,385,0,0,57,0,0,187,92,0,10,116,0,25
"76",0,0,261,0,0,254,0,0,142,0,0,100,188,0,3,48,0,3
"77",0,0,167,0,0,341,0,0,100,0,0,146,162,0,5,64,0,15
"78",0,0,132,0,0,355,0,0,76,0,0,181,89,0,29,74,0,65
"79",0,0,241,0,0,250,0,0,133,0,0,121,121,0,53,35,0,46
"80",0,0,143,0,0,358,0,0,78,0,0,172,80,0,36,54,0,79
"81",0,0,145,0,0,338,0,0,95,0,0,164,119,0,12,109,0,18
"82",0,0,142,0,0,342,0,0,95,0,0,163,0,0,95,0,0,163
"83",0,0,173,0,0,348,0,0,113,0,0,127,139,0,21,59,0,21
"84",0,0,192,0,0,309,0,0,98,0,0,152,117,0,21,77,0,34
"85",0,0,157,0,0,363,0,0,86,0,0,154,141,0,10,80,0,10
"86",0,0,134,0,0,371,0,0,75,0,0,173,0,0,75,0,0,173
"87",0,0,149,0,0,348,0,0,87,0,0,165,126,0,8,107,0,10
"88",0,0,113,0,0,379,0,0,80,0,0,175,107,0,15,112,0,21
"89",0,0,272,0,0,224,0,0,148,0,0,102,0,0,149,0,0,102
"90",0,0,362,0,0,127,0,0,203,0,0,53,0,0,203,0,0,53
"91",0,0,321,0,0,163,0,0,190,0,0,68,0,0,190,0,0,68
"92",0,0,234,0,0,248,0,0,125,0,0,133,80,0,72,45,0,63
"93",0,0,162,0,0,341,0,0,101,0,0,148,122,0,19,88,0,21
"94",0,0,157,0,0,341,0,0,97,0,0,154,119,0,18,94,0,20
"95",0,0,156,0,0,342,0,0,106,0,0,145,103,0,23,82,0,42
"96",0,0,145,0,0,378,0,0,65,0,0,173,94,0,18,62,0,64
"97",0,0,187,0,0,304,0,0,96,0,0,158,145,0,18,72,0,18
"98",0,0,179,0,0,313,0,0,101,0,0,153,169,0,2,81,0,2
"99",0,0,87,0,0,411,0,0,53,0,0,197,0,0,54,0,0,197
"100",0,0,221,0,0,275,0,0,122,0,0,129,85,0,60,37,0,71
"101",0,0,210,0,0,315,0,0,109,0,0,129,0,0,108,0,0,129
