"","XE0N","XE0P","XE0U","XE1N","XE1P","XE1U","XS0N","XS0P","XS0U","XS1N","XS1P","XS1U","YS0N","YS0P","YS0U","YS1N","YS1P","YS1U"
"2",0,0,362,0,0,142,0,0,187,0,0,61,137,0,72,22,0,18
"3",0,0,229,0,0,285,0,0,147,0,0,97,143,0,33,43,0,24
"4",0,0,130,0,0,386,0,0,90,0,0,152,96,0,20,100,0,26
"5",0,0,222,0,0,266,0,0,118,0,0,138,176,0,10,67,0,4
"6",0,0,199,0,0,280,0,0,115,0,0,146,0,0,115,0,0,145
"7",0,0,82,0,0,403,0,0,50,0,0,208,0,0,50,0,0,207
"8",0,0,210,0,0,284,0,0,122,0,0,131,159,0,21,50,0,24
"9",0,0,151,0,0,374,0,0,81,0,0,156,0,0,80,0,0,156
"10",0,0,187,0,0,348,0,0,92,0,0,140,149,0,8,65,0,11
"11",0,0,184,0,0,282,0,0,120,0,0,148,163,0,12,70,0,22
"12",0,0,135,0,0,378,0,0,85,0,0,158,125,0,16,66,0,36
"13",0,0,157,0,0,332,0,0,104,0,0,151,140,0,12,91,0,12
"14",0,0,52,0,0,445,0,0,39,0,0,211,0,0,40,0,0,212
"15",0,0,273,0,0,229,0,0,145,0,0,104,0,0,146,0,0,103
"16",0,0,58,0,0,477,0,0,39,0,0,195,0,0,39,0,0,194
"17",0,0,170,0,0,357,0,0,83,0,0,153,111,0,26,51,0,50
"18",0,0,211,0,0,296,0,0,114,0,0,133,101,0,37,64,0,44
"19",0,0,84,0,0,426,0,0,59,0,0,185,123,0,2,111,0,9
"20",0,0,178,0,0,329,0,0,111,0,0,135,85,0,50,55,0,56
"21",0,0,203,0,0,305,0,0,118,0,0,128,112,0,30,71,0,33
"22",0,0,141,0,0,334,0,0,103,0,0,159,106,0,38,69,0,49
"23",0,0,189,0,0,294,0,0,105,0,0,153,137,0,18,83,0,20
"24",0,0,149,0,0,337,0,0,110,0,0,148,85,0,52,73,0,47
"25",0,0,151,0,0,335,0,0,93,0,0,163,0,0,94,0,0,164
"26",0,0,292,0,0,212,0,0,164,0,0,83,0,0,165,0,0,84
