"","XE0N","XE0P","XE0U","XE1N","XE1P","XE1U","XS0N","XS0P","XS0U","XS1N","XS1P","XS1U","YS0N","YS0P","YS0U","YS1N","YS1P","YS1U"
"2",0,0,89,0,0,409,0,0,57,0,0,193,120,0,9,103,0,20
"3",0,0,91,0,0,422,0,0,74,0,0,170,143,0,20,56,0,25
"4",0,0,116,0,0,348,0,0,91,0,0,177,0,0,91,0,0,177
"5",0,0,136,0,0,363,0,0,85,0,0,166,0,0,85,0,0,166
"6",0,0,117,0,0,405,0,0,80,0,0,160,0,0,80,0,0,159
"7",0,0,85,0,0,438,0,0,54,0,0,184,150,0,3,82,0,4
"8",0,0,71,0,0,423,0,0,57,0,0,197,135,0,5,95,0,18
"9",0,0,105,0,0,410,0,0,62,0,0,180,123,0,15,83,0,22
"10",0,0,126,0,0,363,0,0,80,0,0,175,0,0,80,0,0,175
"11",0,0,92,0,0,403,0,0,68,0,0,184,148,0,4,91,0,9
"12",0,0,102,0,0,384,0,0,68,0,0,189,147,0,5,90,0,16
"13",0,0,112,0,0,387,0,0,74,0,0,176,134,0,13,74,0,28
"14",0,0,122,0,0,361,0,0,88,0,0,170,0,0,88,0,0,170
"15",0,0,112,0,0,374,0,0,79,0,0,179,145,0,8,83,0,21
"16",0,0,133,0,0,358,0,0,78,0,0,176,0,0,79,0,0,176
"17",0,0,179,0,0,324,0,0,93,0,0,156,0,0,93,0,0,156
"18",0,0,108,0,0,390,0,0,69,0,0,182,144,0,10,80,0,17
"19",0,0,106,0,0,377,0,0,74,0,0,183,148,0,16,70,0,24
"20",0,0,66,0,0,429,0,0,47,0,0,206,130,0,4,99,0,20
"21",0,0,154,0,0,326,0,0,90,0,0,170,137,0,5,115,0,4
"22",0,0,66,0,0,417,0,0,58,0,0,202,135,0,10,92,0,23
"23",0,0,106,0,0,384,0,0,70,0,0,185,0,0,70,0,0,185
"24",0,0,148,0,0,340,0,0,98,0,0,158,0,0,98,0,0,158
"25",0,0,64,0,0,421,0,0,48,0,0,209,130,0,5,99,0,22
"26",0,0,74,0,0,437,0,0,49,0,0,196,119,0,7,84,0,35
"27",0,0,164,0,0,336,0,0,106,0,0,144,0,0,106,0,0,144
"28",0,0,136,0,0,376,0,0,95,0,0,149,0,0,95,0,0,149
"29",0,0,46,0,0,453,0,0,45,0,0,206,146,0,2,97,0,5
"30",0,0,92,0,0,413,0,0,50,0,0,197,128,0,7,93,0,19
"31",0,0,59,0,0,442,0,0,58,0,0,192,145,0,3,94,0,8
