"","XE0N","XE0P","XE0U","XE1N","XE1P","XE1U","XS0N","XS0P","XS0U","XS1N","XS1P","XS1U","YS0N","YS0P","YS0U","YS1N","YS1P","YS1U"
"66",83,0,8,371,0,14,75,0,9,171,0,7,0,0,167,0,0,95
"67",0,0,91,0,0,416,0,0,64,0,0,181,0,0,65,0,0,181
"68",85,0,9,371,0,16,64,0,9,176,0,10,0,0,157,0,0,102
"69",0,0,115,0,0,394,0,0,71,0,0,174,0,0,71,0,0,174
"70",69,0,8,434,0,15,41,0,4,186,0,6,0,0,148,0,0,90
"71",68,0,11,372,0,28,62,0,10,177,0,11,0,0,163,0,0,97
"72",0,0,71,0,0,406,0,0,48,0,0,213,0,0,48,0,0,213
"73",84,0,30,343,0,56,58,0,25,143,0,18,0,0,140,0,0,104
"74",0,0,87,0,0,403,0,0,58,0,0,197,0,0,58,0,0,197
"75",124,0,5,406,0,4,70,0,2,156,0,3,0,0,161,0,0,70
"76",83,0,15,368,0,27,51,0,8,184,0,9,0,0,156,0,0,98
"77",70,0,12,401,0,23,39,0,8,191,0,9,0,0,144,0,0,102
"78",87,0,17,393,0,29,44,0,7,177,0,10,0,0,124,0,0,113
"79",71,0,9,420,0,8,61,0,5,177,0,3,0,0,154,0,0,92
"80",47,0,29,354,0,80,42,0,22,145,0,37,0,0,107,0,0,138
"81",0,0,82,0,0,400,0,0,58,0,0,202,0,0,58,0,0,201
"82",78,0,0,434,0,1,48,0,1,195,0,0,0,0,124,0,0,119
"83",0,0,67,0,0,443,0,0,62,0,0,183,0,0,61,0,0,183
"84",56,0,11,407,0,24,40,0,10,196,0,5,0,0,142,0,0,108
"85",55,0,7,415,0,18,43,0,6,195,0,7,0,0,154,0,0,98
"86",0,0,93,0,0,406,0,0,68,0,0,184,0,0,68,0,0,184
"87",96,0,32,291,0,60,57,0,35,139,0,31,0,0,149,0,0,112
"88",97,0,5,396,0,12,60,0,5,175,0,5,0,0,156,0,0,89
"89",74,0,12,392,0,15,37,0,7,196,0,13,0,0,141,0,0,112
"90",86,0,20,352,0,13,47,0,13,189,0,13,0,0,134,0,0,130
"91",0,0,141,0,0,340,0,0,104,0,0,156,0,0,104,0,0,155
"92",96,0,6,401,0,6,70,0,5,170,0,1,0,0,165,0,0,81
"93",0,0,110,0,0,362,0,0,93,0,0,170,0,0,93,0,0,171
"94",67,0,19,410,0,28,53,0,10,165,0,10,0,0,143,0,0,95
"95",0,0,91,0,0,415,0,0,65,0,0,183,0,0,65,0,0,183
"96",0,0,84,0,0,432,0,0,53,0,0,189,0,0,53,0,0,189
"97",73,0,9,383,0,20,58,0,6,190,0,3,0,0,148,0,0,111
"98",0,0,92,0,0,427,0,0,64,0,0,177,0,0,64,0,0,177
"99",0,0,81,0,0,463,0,0,53,0,0,175,0,0,53,0,0,174
"100",69,0,41,340,0,61,51,0,31,128,0,35,0,0,144,0,0,101
"101",75,0,23,349,0,57,57,0,17,151,0,23,0,0,120,0,0,128
