"","XE0N","XE0P","XE0U","XE1N","XE1P","XE1U","XS0N","XS0P","XS0U","XS1N","XS1P","XS1U","YS0N","YS0P","YS0U","YS1N","YS1P","YS1U"
"68",0,0,58,0,0,432,0,0,49,0,0,205,159,0,16,47,0,32
"69",0,0,25,0,0,458,0,0,36,0,0,223,186,0,4,59,0,9
"70",0,0,30,0,0,457,0,0,42,0,0,214,198,0,3,50,0,5
"71",0,0,30,0,0,459,0,0,34,0,0,222,197,0,0,57,0,2
"72",0,0,32,0,0,464,0,0,40,0,0,211,201,0,3,45,0,3
"73",0,0,43,0,0,462,0,0,50,0,0,198,194,0,5,42,0,7
"74",0,0,92,0,0,381,0,0,100,0,0,162,0,0,100,0,0,162
"75",0,0,114,0,0,405,0,0,104,0,0,136,0,0,104,0,0,136
"76",0,0,24,0,0,464,0,0,34,0,0,222,182,0,8,46,0,20
"77",0,0,29,0,0,462,0,0,41,0,0,213,196,0,4,52,0,3
"78",0,0,42,0,0,432,0,0,35,0,0,227,203,0,3,55,0,3
"79",0,0,24,0,0,468,0,0,34,0,0,219,189,0,4,53,0,7
"80",0,0,32,0,0,465,0,0,44,0,0,207,200,0,3,44,0,5
"81",0,0,13,0,0,484,0,0,45,0,0,207,196,0,2,51,0,3
"82",0,0,68,0,0,411,0,0,79,0,0,182,0,0,79,0,0,182
"83",0,0,117,0,0,363,0,0,107,0,0,152,0,0,107,0,0,152
"84",0,0,108,0,0,409,0,0,102,0,0,139,0,0,103,0,0,139
"85",0,0,110,0,0,397,0,0,95,0,0,151,0,0,96,0,0,151
"86",0,0,127,0,0,381,0,0,108,0,0,136,0,0,108,0,0,137
"87",0,0,54,0,0,487,0,0,37,0,0,192,178,0,2,42,0,7
"88",0,0,28,0,0,475,0,0,52,0,0,196,181,0,4,57,0,8
"89",0,0,116,0,0,402,0,0,100,0,0,141,0,0,100,0,0,141
"90",0,0,30,0,0,470,0,0,33,0,0,217,192,0,5,51,0,3
"91",0,0,30,0,0,446,0,0,49,0,0,212,198,0,3,58,0,3
"92",0,0,32,0,0,470,0,0,37,0,0,211,183,0,9,40,0,17
"93",0,0,88,0,0,422,0,0,86,0,0,159,0,0,86,0,0,159
"94",0,0,79,0,0,429,0,0,89,0,0,157,0,0,89,0,0,156
"95",0,0,29,0,0,487,0,0,39,0,0,203,186,0,7,44,0,5
"96",0,0,75,0,0,437,0,0,80,0,0,165,0,0,80,0,0,164
"97",0,0,38,0,0,460,0,0,33,0,0,218,195,0,2,52,0,2
"98",0,0,76,0,0,427,0,0,96,0,0,152,0,0,96,0,0,152
"99",0,0,30,0,0,482,0,0,38,0,0,206,184,0,3,51,0,5
"100",0,0,108,0,0,396,0,0,96,0,0,152,0,0,96,0,0,152
"101",0,0,38,0,0,468,0,0,46,0,0,202,192,0,6,42,0,6
