"freq","s","r","h","mod","chrom","dev"
0.147877880522096,0.1,0.2,0.5,"auto.and.parY","Y",-0.0260270145646391
0.471138885135077,0.1,0.2,1,"auto.and.nonparX","X",0.00136808166063346
0,0.1,0.2,1,"auto.and.nonparX","Y",0
0,0.1,0.2,1,"auto.and.nonparY","X",0
0.53828828106728,0.1,0.2,1,"auto.and.nonparY","Y",0.0303154634994997
0.127538234575149,0.1,0.2,1,"auto.and.parX","X",-0.0356050007954306
0.128144459706278,0.1,0.2,1,"auto.and.parX","Y",-0.0348603507801983
0.144310282877155,0.1,0.2,1,"auto.and.parY","X",-0.0250544255688363
0.147766229291634,0.1,0.2,1,"auto.and.parY","Y",-0.0215288575322753
0.458312230357795,0.1,0.4,0,"auto.and.nonparX","X",-0.0104876851133115
0,0.1,0.4,0,"auto.and.nonparX","Y",0
0,0.1,0.4,0,"auto.and.nonparY","X",0
0.493510271888451,0.1,0.4,0,"auto.and.nonparY","Y",-0.00426892893025788
0.17795303222064,0.1,0.4,0,"auto.and.parX","X",0.00541651841666643
0.176097235678705,0.1,0.4,0,"auto.and.parX","Y",0.00206967698016958
0.180725387526799,0.1,0.4,0,"auto.and.parY","X",0.0148594124949708
0.183855270989188,0.1,0.4,0,"auto.and.parY","Y",0.0162009296068394
0.460152974110771,0.1,0.4,0.5,"auto.and.nonparX","X",-0.00740217577193186
0,0.1,0.4,0.5,"auto.and.nonparX","Y",0
0,0.1,0.4,0.5,"auto.and.nonparY","X",0
0.503948856096006,0.1,0.4,0.5,"auto.and.nonparY","Y",0.00605064160282187
0.145082994665986,0.1,0.4,0.5,"auto.and.parX","X",-0.0248298778773005
0.144531157395943,0.1,0.4,0.5,"auto.and.parX","Y",-0.0245147522927314
0.144958790896698,0.1,0.4,0.5,"auto.and.parY","X",-0.0255155385142835
0.145613998356879,0.1,0.4,0.5,"auto.and.parY","Y",-0.0268415545663161
0.475623868607181,0.1,0.4,1,"auto.and.nonparX","X",0.0153606438688457
0,0.1,0.4,1,"auto.and.nonparX","Y",0
0,0.1,0.4,1,"auto.and.nonparY","X",0
0.510855321732785,0.1,0.4,1,"auto.and.nonparY","Y",0.0193102737058923
0.132517932760314,0.1,0.4,1,"auto.and.parX","X",-0.033013504611427
0.130536044933717,0.1,0.4,1,"auto.and.parX","Y",-0.03331565799983
0.132518001758754,0.1,0.4,1,"auto.and.parY","X",-0.0322112226674835
0.135394581066195,0.1,0.4,1,"auto.and.parY","Y",-0.0318331804045912
0.806806471287784,0.2,0.1,0,"auto.and.nonparX","X",0.349806721919045
0,0.2,0.1,0,"auto.and.nonparX","Y",0
0,0.2,0.1,0,"auto.and.nonparY","X",0
0.884855132323912,0.2,0.1,0,"auto.and.nonparY","Y",0.384300913483569
0.198253244209683,0.2,0.1,0,"auto.and.parX","X",0.0360667704460416
0.197134008385971,0.2,0.1,0,"auto.and.parX","Y",0.0362376653167145
0.188587026353223,0.2,0.1,0,"auto.and.parY","X",0.0224743940951951
0.189985241026687,0.2,0.1,0,"auto.and.parY","Y",0.0216333433241333
0.637375133269473,0.2,0.1,0.5,"auto.and.nonparX","X",0.15333936337772
0,0.2,0.1,0.5,"auto.and.nonparX","Y",0
0,0.2,0.1,0.5,"auto.and.nonparY","X",0
0.757901446179825,0.2,0.1,0.5,"auto.and.nonparY","Y",0.262039365963368
0.127622009805424,0.2,0.1,0.5,"auto.and.parX","X",-0.038228185677808
0.126523844624776,0.2,0.1,0.5,"auto.and.parX","Y",-0.0398712070211224
0.126136081779318,0.2,0.1,0.5,"auto.and.parY","X",-0.0429098469262126
0.129303285133346,0.2,0.1,0.5,"auto.and.parY","Y",-0.0409441541920443
0.64736707108709,0.2,0.1,1,"auto.and.nonparX","X",0.178066648772664
0,0.2,0.1,1,"auto.and.nonparX","Y",0
0,0.2,0.1,1,"auto.and.nonparY","X",0
0.761836676957555,0.2,0.1,1,"auto.and.nonparY","Y",0.259533617465074
0.0939518311111133,0.2,0.1,1,"auto.and.parX","X",-0.077733013024085
0.0939034930933788,0.2,0.1,1,"auto.and.parX","Y",-0.0779275936377384
0.0892871045703325,0.2,0.1,1,"auto.and.parY","X",-0.0854993167973919
0.0918731947658852,0.2,0.1,1,"auto.and.parY","Y",-0.0835545692239169
0.582640930290551,0.2,0.2,0,"auto.and.nonparX","X",0.12567706464459
0,0.2,0.2,0,"auto.and.nonparX","Y",0
0,0.2,0.2,0,"auto.and.nonparY","X",0
0.728016763483707,0.2,0.2,0,"auto.and.nonparY","Y",0.231982776798562
0.188297172466912,0.2,0.2,0,"auto.and.parX","X",0.0209200249736072
0.187602656364374,0.2,0.2,0,"auto.and.parX","Y",0.0206457762618087
0.185726335963267,0.2,0.2,0,"auto.and.parY","X",0.0187455231256848
0.187769854739564,0.2,0.2,0,"auto.and.parY","Y",0.0184773990965751
0.510817455984317,0.2,0.2,0.5,"auto.and.nonparX","X",0.0464107596954101
0,0.2,0.2,0.5,"auto.and.nonparX","Y",0
0,0.2,0.2,0.5,"auto.and.nonparY","X",0
0.608352774998279,0.2,0.2,0.5,"auto.and.nonparY","Y",0.103249372008505
0.122797573146537,0.2,0.2,0.5,"auto.and.parX","X",-0.0391007154566292
0.123625280096486,0.2,0.2,0.5,"auto.and.parX","Y",-0.038952665116094
0.128784158742128,0.2,0.2,0.5,"auto.and.parY","X",-0.0431177504169181
0.131091358489096,0.2,0.2,0.5,"auto.and.parY","Y",-0.0428135365976396
0.550723225981854,0.2,0.2,1,"auto.and.nonparX","X",0.0809524225074101
0,0.2,0.2,1,"auto.and.nonparX","Y",0
0,0.2,0.2,1,"auto.and.nonparY","X",0
0.634228625001884,0.2,0.2,1,"auto.and.nonparY","Y",0.126255807434104
0.0884584868276162,0.2,0.2,1,"auto.and.parX","X",-0.0746847485429637
0.0890302776872424,0.2,0.2,1,"auto.and.parX","Y",-0.0739745327992339
0.0898523157161821,0.2,0.2,1,"auto.and.parY","X",-0.0795123927298096
0.0927738022575825,0.2,0.2,1,"auto.and.parY","Y",-0.0765212845663272
0.485552850078873,0.2,0.4,0,"auto.and.nonparX","X",0.0167529346077672
0,0.2,0.4,0,"auto.and.nonparX","Y",0
0,0.2,0.4,0,"auto.and.nonparY","X",0
0.523434569758163,0.2,0.4,0,"auto.and.nonparY","Y",0.0256553689394545
0.187662457557064,0.2,0.4,0,"auto.and.parX","X",0.0151259437530905
0.188230460153431,0.2,0.4,0,"auto.and.parX","Y",0.0142029014548956
0.182429281705569,0.2,0.4,0,"auto.and.parY","X",0.0165633066737401
0.182043801941895,0.2,0.4,0,"auto.and.parY","Y",0.014389460559546
0.479675370857588,0.2,0.4,0.5,"auto.and.nonparX","X",0.0121202209748856
0,0.2,0.4,0.5,"auto.and.nonparX","Y",0
0,0.2,0.4,0.5,"auto.and.nonparY","X",0
0.521429969987851,0.2,0.4,0.5,"auto.and.nonparY","Y",0.0235317554946665
0.124790983773586,0.2,0.4,0.5,"auto.and.parX","X",-0.0451218887697005
0.124702176842411,0.2,0.4,0.5,"auto.and.parX","Y",-0.0443437328462637
0.126594064683001,0.2,0.4,0.5,"auto.and.parY","X",-0.0438802647279808
0.129530029194638,0.2,0.4,0.5,"auto.and.parY","Y",-0.0429255237285571
0.479649220065883,0.2,0.4,1,"auto.and.nonparX","X",0.0193859953275479
0,0.2,0.4,1,"auto.and.nonparX","Y",0
0,0.2,0.4,1,"auto.and.nonparY","X",0
0.529156823132392,0.2,0.4,1,"auto.and.nonparY","Y",0.0376117751054996
0.0907787965211037,0.2,0.4,1,"auto.and.parX","X",-0.0747526408506377
0.0903706995355986,0.2,0.4,1,"auto.and.parX","Y",-0.0734810033979482
0.0842261862523428,0.2,0.4,1,"auto.and.parY","X",-0.0805030381738945
0.0856956061450458,0.2,0.4,1,"auto.and.parY","Y",-0.0815321553257399
0.938917032352722,0.3,0.1,0,"auto.and.nonparX","X",0.481917282983982
0,0.3,0.1,0,"auto.and.nonparX","Y",0
0,0.3,0.1,0,"auto.and.nonparY","X",0
0.943638402549747,0.3,0.1,0,"auto.and.nonparY","Y",0.443084183709404
0.169174430905412,0.3,0.1,0,"auto.and.parX","X",0.00698795714176986
0.167928531260123,0.3,0.1,0,"auto.and.parX","Y",0.0070321881908661
0.174311043590733,0.3,0.1,0,"auto.and.parY","X",0.00819841133270455
0.175325820616726,0.3,0.1,0,"auto.and.parY","Y",0.00697392291417182
0.786051944108078,0.3,0.1,0.5,"auto.and.nonparX","X",0.302016174216325
0,0.3,0.1,0.5,"auto.and.nonparX","Y",0
0,0.3,0.1,0.5,"auto.and.nonparY","X",0
0.866522445921744,0.3,0.1,0.5,"auto.and.nonparY","Y",0.370660365705287
0.113154223939879,0.3,0.1,0.5,"auto.and.parX","X",-0.0526959715433522
0.112802979943729,0.3,0.1,0.5,"auto.and.parX","Y",-0.0535920717021692
0.110871071800275,0.3,0.1,0.5,"auto.and.parY","X",-0.058174856905255
0.113912023023422,0.3,0.1,0.5,"auto.and.parY","Y",-0.0563354163019681
0.775484093535391,0.3,0.1,1,"auto.and.nonparX","X",0.306183671220965
0,0.3,0.1,1,"auto.and.nonparX","Y",0
0,0.3,0.1,1,"auto.and.nonparY","X",0
0.849552434930878,0.3,0.1,1,"auto.and.nonparY","Y",0.347249375438397
0.0753074582421334,0.3,0.1,1,"auto.and.parX","X",-0.0963773858930649
0.0744771175326259,0.3,0.1,1,"auto.and.parX","Y",-0.0973539691984912
0.0772658063504265,0.3,0.1,1,"auto.and.parY","X",-0.0975206150172979
0.0804951364471708,0.3,0.1,1,"auto.and.parY","Y",-0.0949326275426313
0.763612808397639,0.3,0.2,0,"auto.and.nonparX","X",0.306648942751678
0,0.3,0.2,0,"auto.and.nonparX","Y",0
0,0.3,0.2,0,"auto.and.nonparY","X",0
0.855233313101567,0.3,0.2,0,"auto.and.nonparY","Y",0.359199326416421
0.167895987596207,0.3,0.2,0,"auto.and.parX","X",0.00051884010290193
0.167358683481247,0.3,0.2,0,"auto.and.parX","Y",0.000401803378682369
0.167049436337282,0.3,0.2,0,"auto.and.parY","X",6.86234996996049e-05
0.168414650713099,0.3,0.2,0,"auto.and.parY","Y",-0.000877804929889897
0.611888575934036,0.3,0.2,0.5,"auto.and.nonparX","X",0.147481879645129
0,0.3,0.2,0.5,"auto.and.nonparX","Y",0
0,0.3,0.2,0.5,"auto.and.nonparY","X",0
0.730757358299176,0.3,0.2,0.5,"auto.and.nonparY","Y",0.225653955309402
0.108451034632884,0.3,0.2,0.5,"auto.and.parX","X",-0.0534472539702817
0.108990003753464,0.3,0.2,0.5,"auto.and.parX","Y",-0.0535879414591161
0.110297342680667,0.3,0.2,0.5,"auto.and.parY","X",-0.0616045664783789
0.112645127593817,0.3,0.2,0.5,"auto.and.parY","Y",-0.0612597674929178
0.644635287917958,0.3,0.2,1,"auto.and.nonparX","X",0.174864484443514
0,0.3,0.2,1,"auto.and.nonparX","Y",0
0,0.3,0.2,1,"auto.and.nonparY","X",0
0.744304252993167,0.3,0.2,1,"auto.and.nonparY","Y",0.236331435425387
0.0780818462152782,0.3,0.2,1,"auto.and.parX","X",-0.0850613891553017
0.0782236880628829,0.3,0.2,1,"auto.and.parX","Y",-0.0847811224235934
0.0792279324594484,0.3,0.2,1,"auto.and.parY","X",-0.0901367759865433
0.0802431944249709,0.3,0.2,1,"auto.and.parY","Y",-0.0890518923989388
0.519413205504461,0.3,0.4,0,"auto.and.nonparX","X",0.0506132900333544
0,0.3,0.4,0,"auto.and.nonparX","Y",0
0,0.3,0.4,0,"auto.and.nonparY","X",0
0.585145056968696,0.3,0.4,0,"auto.and.nonparY","Y",0.0873658561499878
0.161519325516347,0.3,0.4,0,"auto.and.parX","X",-0.011017188287626
0.163216014210382,0.3,0.4,0,"auto.and.parX","Y",-0.0108115444881535
0.1670631890277,0.3,0.4,0,"auto.and.parY","X",0.00119721399587119
0.1684597764082,0.3,0.4,0,"auto.and.parY","Y",0.000805435025851009
0.49890616961969,0.3,0.4,0.5,"auto.and.nonparX","X",0.0313510197369875
0,0.3,0.4,0.5,"auto.and.nonparX","Y",0
0,0.3,0.4,0.5,"auto.and.nonparY","X",0
0.548411096131203,0.3,0.4,0.5,"auto.and.nonparY","Y",0.050512881638018
0.113127988342094,0.3,0.4,0.5,"auto.and.parX","X",-0.0567848842011926
0.112240788756892,0.3,0.4,0.5,"auto.and.parX","Y",-0.0568051209317827
0.109031923359924,0.3,0.4,0.5,"auto.and.parY","X",-0.0614424060510573
0.110564009740209,0.3,0.4,0.5,"auto.and.parY","Y",-0.0618915431829863
0.489311079854094,0.3,0.4,1,"auto.and.nonparX","X",0.029047855115759
0,0.3,0.4,1,"auto.and.nonparX","Y",0
0,0.3,0.4,1,"auto.and.nonparY","X",0
0.556446188899773,0.3,0.4,1,"auto.and.nonparY","Y",0.0649011408728805
0.0795795433307317,0.3,0.4,1,"auto.and.parX","X",-0.0859518940410097
0.0792939814575554,0.3,0.4,1,"auto.and.parX","Y",-0.0845577214759914
0.0780969041998124,0.3,0.4,1,"auto.and.parY","X",-0.0866323202264249
0.0807059196731272,0.3,0.4,1,"auto.and.parY","Y",-0.0865218417976586
0.964675122585565,0.4,0.1,0,"auto.and.nonparX","X",0.507675373216825
0,0.4,0.1,0,"auto.and.nonparX","Y",0
0,0.4,0.1,0,"auto.and.nonparY","X",0
0.960044073428512,0.4,0.1,0,"auto.and.nonparY","Y",0.459489854588168
0.154355823435577,0.4,0.1,0,"auto.and.parX","X",-0.00783065032806438
0.15353135558062,0.4,0.1,0,"auto.and.parX","Y",-0.0073649874886364
0.149336642992302,0.4,0.1,0,"auto.and.parY","X",-0.0167759892657268
0.153684947180573,0.4,0.1,0,"auto.and.parY","Y",-0.0146669505219816
0.877914891706082,0.4,0.1,0.5,"auto.and.nonparX","X",0.393879121814329
0,0.4,0.1,0.5,"auto.and.nonparX","Y",0
0,0.4,0.1,0.5,"auto.and.nonparY","X",0
0.910746013404294,0.4,0.1,0.5,"auto.and.nonparY","Y",0.414883933187837
0.10958529488369,0.4,0.1,0.5,"auto.and.parX","X",-0.0562649005995415
0.109341615066677,0.4,0.1,0.5,"auto.and.parX","Y",-0.0570534365792211
0.10572502144897,0.4,0.1,0.5,"auto.and.parY","X",-0.0633209072565605
0.109348955193051,0.4,0.1,0.5,"auto.and.parY","Y",-0.0608984841323392
0.831138251165313,0.4,0.1,1,"auto.and.nonparX","X",0.361837828850887
0,0.4,0.1,1,"auto.and.nonparX","Y",0
0,0.4,0.1,1,"auto.and.nonparY","X",0
0.879557347115805,0.4,0.1,1,"auto.and.nonparY","Y",0.377254287623324
0.0767084352576772,0.4,0.1,1,"auto.and.parX","X",-0.0949764088775211
0.0756650837176399,0.4,0.1,1,"auto.and.parX","Y",-0.0961660030134772
0.073315103006936,0.4,0.1,1,"auto.and.parY","X",-0.101471318360788
0.0761521375207294,0.4,0.1,1,"auto.and.parY","Y",-0.0992756264690726
0.868069057867519,0.4,0.2,0,"auto.and.nonparX","X",0.411105192221558
0,0.4,0.2,0,"auto.and.nonparX","Y",0
0,0.4,0.2,0,"auto.and.nonparY","X",0
0.91191074221133,0.4,0.2,0,"auto.and.nonparY","Y",0.415876755526185
0.148767782464587,0.4,0.2,0,"auto.and.parX","X",-0.0186093650287182
0.149798618500614,0.4,0.2,0,"auto.and.parX","Y",-0.0171582616019507
0.149256861540868,0.4,0.2,0,"auto.and.parY","X",-0.0177239512967141
0.150561127979202,0.4,0.2,0,"auto.and.parY","Y",-0.0187313276637868
0.693736932165715,0.4,0.2,0.5,"auto.and.nonparX","X",0.229330235876808
0,0.4,0.2,0.5,"auto.and.nonparX","Y",0
0,0.4,0.2,0.5,"auto.and.nonparY","X",0
0.800950239805202,0.4,0.2,0.5,"auto.and.nonparY","Y",0.295846836815427
0.104951702011911,0.4,0.2,0.5,"auto.and.parX","X",-0.0569465865912555
0.103847588159119,0.4,0.2,0.5,"auto.and.parX","Y",-0.0587303570534611
0.104138488229968,0.4,0.2,0.5,"auto.and.parY","X",-0.0677634209290782
0.10500982613205,0.4,0.2,0.5,"auto.and.parY","Y",-0.0688950689546853
0.708167035054694,0.4,0.2,1,"auto.and.nonparX","X",0.23839623158025
0,0.4,0.2,1,"auto.and.nonparX","Y",0
0,0.4,0.2,1,"auto.and.nonparY","X",0
0.79902972445166,0.4,0.2,1,"auto.and.nonparY","Y",0.291056906883879
0.0770842130679802,0.4,0.2,1,"auto.and.parX","X",-0.0860590223025998
0.0769259841522849,0.4,0.2,1,"auto.and.parX","Y",-0.0860788263341914
0.0752054147929955,0.4,0.2,1,"auto.and.parY","X",-0.0941592936529962
0.077723309312538,0.4,0.2,1,"auto.and.parY","Y",-0.0915717775113717
0.546354527072953,0.4,0.4,0,"auto.and.nonparX","X",0.0775546116018468
0,0.4,0.4,0,"auto.and.nonparX","Y",0
0,0.4,0.4,0,"auto.and.nonparY","X",0
0.650495877001836,0.4,0.4,0,"auto.and.nonparY","Y",0.152716676183128
0.163649148846869,0.4,0.4,0,"auto.and.parX","X",-0.00888736495710482
0.160213386587802,0.4,0.4,0,"auto.and.parX","Y",-0.0138141721107336
0.156109910651579,0.4,0.4,0,"auto.and.parY","X",-0.00975606438024959
0.158284882812395,0.4,0.4,0,"auto.and.parY","Y",-0.00936945856995422
0.499741556652312,0.4,0.4,0.5,"auto.and.nonparX","X",0.0321864067696094
0,0.4,0.4,0.5,"auto.and.nonparX","Y",0
0,0.4,0.4,0.5,"auto.and.nonparY","X",0
0.568092200055293,0.4,0.4,0.5,"auto.and.nonparY","Y",0.0701939855621085
0.111358215697072,0.4,0.4,0.5,"auto.and.parX","X",-0.0585546568462142
0.109233514885569,0.4,0.4,0.5,"auto.and.parX","Y",-0.0598123948031054
0.108674209938632,0.4,0.4,0.5,"auto.and.parY","X",-0.0618001194723492
0.109914018616754,0.4,0.4,0.5,"auto.and.parY","Y",-0.0625415343064408
0.51968786866094,0.4,0.4,1,"auto.and.nonparX","X",0.059424643922605
0,0.4,0.4,1,"auto.and.nonparX","Y",0
0,0.4,0.4,1,"auto.and.nonparY","X",0
0.585404503662819,0.4,0.4,1,"auto.and.nonparY","Y",0.0938594556359258
0.075711172357414,0.4,0.4,1,"auto.and.parX","X",-0.0898202650143273
0.0764990418168919,0.4,0.4,1,"auto.and.parX","Y",-0.0873526611166549
0.0782226204839162,0.4,0.4,1,"auto.and.parY","X",-0.086506603942321
0.080990973475986,0.4,0.4,1,"auto.and.parY","Y",-0.0862367879947998
0.973196340159079,0.5,0.1,0,"auto.and.nonparX","X",0.516196590790339
0,0.5,0.1,0,"auto.and.nonparX","Y",0
0,0.5,0.1,0,"auto.and.nonparY","X",0
0.968154539666877,0.5,0.1,0,"auto.and.nonparY","Y",0.467600320826534
0.136994455381617,0.5,0.1,0,"auto.and.parX","X",-0.0251920183820246
0.136447622402824,0.5,0.1,0,"auto.and.parX","Y",-0.0244487206664329
0.137194460385177,0.5,0.1,0,"auto.and.parY","X",-0.0289181718728514
0.139607251058591,0.5,0.1,0,"auto.and.parY","Y",-0.0287446466439635
0.9164782522217,0.5,0.1,0.5,"auto.and.nonparX","X",0.432442482329948
0,0.5,0.1,0.5,"auto.and.nonparX","Y",0
0,0.5,0.1,0.5,"auto.and.nonparY","X",0
0.92590646417503,0.5,0.1,0.5,"auto.and.nonparY","Y",0.430044383958573
0.104509560667878,0.5,0.1,0.5,"auto.and.parX","X",-0.0613406348153538
0.102424213568119,0.5,0.1,0.5,"auto.and.parX","Y",-0.0639708380777791
0.105468794642231,0.5,0.1,0.5,"auto.and.parY","X",-0.0635771340632991
0.107260323102047,0.5,0.1,0.5,"auto.and.parY","Y",-0.062987116223343
0.85910555894109,0.5,0.1,1,"auto.and.nonparX","X",0.389805136626664
0,0.5,0.1,1,"auto.and.nonparX","Y",0
0,0.5,0.1,1,"auto.and.nonparY","X",0
0.901416888357296,0.5,0.1,1,"auto.and.nonparY","Y",0.399113828864815
0.0720176845501195,0.5,0.1,1,"auto.and.parX","X",-0.0996671595850787
0.071626197989723,0.5,0.1,1,"auto.and.parX","Y",-0.100204888741394
0.0729601143445452,0.5,0.1,1,"auto.and.parY","X",-0.101826307023179
0.0760505061317669,0.5,0.1,1,"auto.and.parY","Y",-0.0993772578580352
0.92433969979075,0.5,0.2,0,"auto.and.nonparX","X",0.467375834144789
0,0.5,0.2,0,"auto.and.nonparX","Y",0
0,0.5,0.2,0,"auto.and.nonparY","X",0
0.93710689775724,0.5,0.2,0,"auto.and.nonparY","Y",0.441072911072095
0.137907541852417,0.5,0.2,0,"auto.and.parX","X",-0.0294696056408882
