"","XE0N","XE0P","XE0U","XE1N","XE1P","XE1U","XS0N","XS0P","XS0U","XS1N","XS1P","XS1U","YS0N","YS0P","YS0U","YS1N","YS1P","YS1U"
"40",0,0,409,0,0,114,0,0,200,0,0,37,0,0,201,0,0,38
"41",0,0,294,0,0,195,0,0,181,0,0,74,140,0,60,35,0,22
"42",0,0,372,0,0,116,0,0,214,0,0,41,0,0,214,0,0,41
"43",0,0,283,0,0,211,0,0,173,0,0,80,175,0,34,32,0,12
"44",0,0,287,0,0,190,0,0,171,0,0,90,115,0,86,28,0,32
"45",0,0,311,0,0,181,0,0,182,0,0,72,153,0,68,16,0,18
"46",0,0,264,0,0,191,0,0,169,0,0,103,178,0,35,42,0,18
"47",0,0,317,0,0,169,0,0,197,0,0,60,0,0,197,0,0,60
"48",0,0,304,0,0,186,0,0,184,0,0,71,208,0,11,30,0,7
"49",0,0,317,0,0,191,0,0,181,0,0,64,205,0,6,29,0,5
"50",0,0,291,0,0,201,0,0,174,0,0,80,0,0,174,0,0,79
"51",0,0,303,0,0,216,0,0,162,0,0,79,87,0,89,30,0,33
"52",0,0,377,0,0,133,0,0,190,0,0,55,192,0,27,21,0,6
"53",0,0,294,0,0,191,0,0,168,0,0,90,194,0,16,40,0,8
"54",0,0,282,0,0,228,0,0,147,0,0,98,0,0,147,0,0,98
"55",0,0,358,0,0,167,0,0,192,0,0,46,150,0,59,13,0,16
"56",0,0,415,0,0,92,0,0,214,0,0,32,0,0,215,0,0,32
"57",0,0,358,0,0,135,0,0,204,0,0,49,0,0,203,0,0,49
"58",0,0,357,0,0,131,0,0,197,0,0,59,190,0,40,13,0,14
"59",0,0,278,0,0,198,0,0,186,0,0,76,198,0,20,36,0,9
"60",0,0,358,0,0,144,0,0,193,0,0,57,0,0,192,0,0,57
"61",0,0,322,0,0,160,0,0,201,0,0,58,0,0,200,0,0,58
"62",0,0,234,0,0,256,0,0,139,0,0,116,145,0,45,37,0,29
"63",0,0,317,0,0,163,0,0,199,0,0,61,0,0,199,0,0,61
"64",0,0,396,0,0,122,0,0,211,0,0,30,0,0,210,0,0,30
"65",0,0,361,0,0,166,0,0,177,0,0,61,53,0,129,9,0,45
"66",0,0,323,0,0,190,0,0,172,0,0,71,189,0,23,25,0,6
"67",0,0,320,0,0,187,0,0,171,0,0,76,0,0,170,0,0,77
"68",0,0,372,0,0,124,0,0,206,0,0,46,0,0,206,0,0,46
"69",0,0,401,0,0,120,0,0,200,0,0,39,0,0,200,0,0,39
"70",0,0,310,0,0,171,0,0,181,0,0,78,163,0,45,28,0,23
"71",0,0,315,0,0,175,0,0,194,0,0,61,156,0,59,23,0,17
"72",0,0,347,0,0,156,0,0,193,0,0,57,151,0,67,14,0,18
"73",0,0,271,0,0,224,0,0,148,0,0,105,169,0,29,43,0,12
"74",0,0,361,0,0,146,0,0,200,0,0,46,0,0,200,0,0,46
"75",0,0,307,0,0,174,0,0,177,0,0,82,0,0,177,0,0,83
"76",0,0,267,0,0,263,0,0,139,0,0,96,110,0,55,47,0,22
"77",0,0,282,0,0,237,0,0,136,0,0,104,173,0,8,51,0,8
"78",0,0,305,0,0,205,0,0,157,0,0,89,134,0,58,21,0,33
"79",0,0,352,0,0,143,0,0,205,0,0,47,0,0,205,0,0,48
"80",0,0,309,0,0,181,0,0,172,0,0,84,210,0,5,40,0,0
"81",0,0,289,0,0,221,0,0,167,0,0,79,172,0,23,41,0,9
"82",0,0,367,0,0,167,0,0,168,0,0,65,0,0,168,0,0,65
"83",0,0,339,0,0,162,0,0,187,0,0,64,153,0,50,25,0,20
"84",0,0,274,0,0,220,0,0,152,0,0,101,209,0,1,41,0,2
"85",0,0,341,0,0,127,0,0,211,0,0,55,0,0,211,0,0,55
"86",0,0,404,0,0,80,0,0,234,0,0,24,0,0,234,0,0,24
"87",0,0,305,0,0,169,0,0,193,0,0,70,210,0,22,26,0,5
"88",0,0,306,0,0,195,0,0,173,0,0,76,160,0,42,29,0,18
"89",0,0,268,0,0,244,0,0,154,0,0,90,199,0,7,34,0,3
"90",0,0,402,0,0,105,0,0,208,0,0,39,0,0,208,0,0,38
"91",0,0,385,0,0,119,0,0,204,0,0,44,0,0,204,0,0,44
"92",0,0,298,0,0,200,0,0,160,0,0,91,163,0,36,32,0,20
"93",0,0,310,0,0,200,0,0,155,0,0,90,162,0,30,25,0,28
"94",0,0,369,0,0,119,0,0,211,0,0,45,0,0,211,0,0,45
"95",0,0,336,0,0,158,0,0,186,0,0,68,216,0,11,25,0,3
"96",0,0,318,0,0,187,0,0,173,0,0,76,208,0,9,29,0,3
"97",0,0,317,0,0,188,0,0,172,0,0,75,162,0,41,26,0,19
"98",0,0,336,0,0,168,0,0,190,0,0,58,219,0,4,22,0,3
"99",0,0,280,0,0,217,0,0,157,0,0,95,187,0,11,46,0,7
"100",0,0,313,0,0,188,0,0,177,0,0,71,174,0,34,29,0,12
"101",0,0,344,0,0,134,0,0,191,0,0,70,196,0,28,30,0,7
